Landkreis	Bundesland	Population	Cases	Deaths	Cases_Per_Million	Deaths_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	DoublingTime_Cases_Last_Week_Per_100000
Erlangen-Höchstadt (Landkreis)	Bayern	138105	19701	169	142652	1223	0.0	100.0	
Fürth (Landkreis)	Bayern	118695	19207	256	161818	2156			
Nürnberger Land (Landkreis)	Bayern	171143	24573	238	143581	1390	22.7	86.4	30.6
Neustadt a.d. Aisch-Bad Windsheim (Landkreis)	Bayern	101272	12888	128	127261	1263	3.1	96.9	
Roth (Landkreis)	Bayern	127168	21798	210	171411	1651	0.0	100.0	
Weißenburg-Gunzenhausen (Landkreis)	Bayern	95117	16590	156	174416	1640	0.0	62.5	49.6
Aschaffenburg (Kreisfreie Stadt)	Bayern	70858	11774	142	166163	2004	9.6	96.2	
Schweinfurt (Kreisfreie Stadt)	Bayern	53319	11058	127	207393	2381	7.0	94.4	
Würzburg (Kreisfreie Stadt)	Bayern	126954	21949	153	172889	1205	7.4	87.5	
Aschaffenburg (Landkreis)	Bayern	174658	25891	248	148238	1419	20.0	60.0	
Bad Kissingen (Landkreis)	Bayern	103169	15306	158	148358	1531	2.9	94.1	
Rhön-Grabfeld (Landkreis)	Bayern	79510	14389	127	180970	1597	7.9	94.3	17.0
Haßberge (Landkreis)	Bayern	84275	14788	122	175473	1447	0.0	100.0	
Kitzingen (Landkreis)	Bayern	91696	13379	111	145906	1210	0.0	100.0	24.5
Miltenberg (Landkreis)	Bayern	128743	20903	189	162362	1468	25.0	100.0	9.8
Main-Spessart (Landkreis)	Bayern	125976	15318	234	121594	1857	11.1	100.0	
Schweinfurt (Landkreis)	Bayern	115652	19307	186	166940	1608	0.0	66.7	
Würzburg (Landkreis)	Bayern	162697	22209	109	136505	669	0.0	100.0	
Augsburg (Kreisfreie Stadt)	Bayern	295830	60955	577	206047	1950	10.6	78.9	
Kaufbeuren (Kreisfreie Stadt)	Bayern	44662	8292	90	185661	2015	21.4	100.0	
Kempten (Allgäu) (Kreisfreie Stadt)	Bayern	68940	12859	73	186524	1058	6.8	77.3	20.5
Memmingen (Kreisfreie Stadt)	Bayern	44360	8212	33	185121	743	10.0	90.0	
Aichach-Friedberg (Landkreis)	Bayern	135024	23594	146	174739	1081	20.0	93.3	
Augsburg (Landkreis)	Bayern	255900	46322	359	181016	1402	14.3	71.4	
Dillingen a.d. Donau (Landkreis)	Bayern	97172	17357	184	178621	1893	14.3	85.7	54.4
Günzburg (Landkreis)	Bayern	127342	27159	175	213276	1374	10.6	87.2	
Neu-Ulm (Landkreis)	Bayern	175823	31282	203	177917	1154	9.1	77.3	
Lindau (Bodensee) (Landkreis)	Bayern	82085	14241	78	173490	950	8.3	66.7	
Ostallgäu (Landkreis)	Bayern	141907	28828	224	203147	1578	20.0	86.7	38.9
Unterallgäu (Landkreis)	Bayern	146164	30090	242	205864	1655	6.7	66.7	
Donau-Ries (Landkreis)	Bayern	134324	23680	227	176290	1689	7.4	88.9	
Oberallgäu (Landkreis)	Bayern	156308	26596	153	170151	978	33.3	100.0	13.9
