Date	Anzahl	Dose1	Dose2	Dose3	Dose4	Anzahl_roll_av	Dose1_roll_av	Dose2_roll_av	Dose3_roll_av	Dose4_roll_av
2022-03-03	216105	11362	29762.0	98424.0	76557.0	128382.7	8282.9	21966.7	62209.9	35923.3
2022-03-04	162799	11347	25037.0	73769.0	52646.0	126571.9	8546.0	20697.6	59817.4	37510.9
2022-03-05	54928	6401	11594.0	23556.0	13377.0	125580.9	8750.0	19724.6	59065.9	38040.4
2022-03-06	22389	4297	4266.0	9112.0	4714.0	126026.3	9028.0	19618.7	59112.4	38267.1
2022-03-07	95006	7968	13868.0	41417.0	31753.0	124867.4	8911.1	18998.4	57464.0	39493.9
2022-03-08	168730	9194	20871.0	70904.0	67761.0	125789.1	8783.7	18493.7	56408.4	42103.3
2022-03-09	178096	8174	19126.0	74337.0	76459.0	128293.3	8391.9	17789.1	55931.3	46181.0
2022-03-10	194525	8545	20889.0	78270.0	86821.0	125210.4	7989.4	16521.6	53052.1	47647.3
2022-03-11	167287	9447	20504.0	66043.0	71293.0	125851.6	7718.0	15874.0	51948.4	50311.1
2022-03-12	52145	4489	8991.0	21147.0	17518.0	125454.0	7444.9	15502.1	51604.3	50902.7
2022-03-13	18468	1642	2929.0	8606.0	5291.0	124893.9	7065.6	15311.1	51532.0	50985.1
2022-03-14	91997	4899	9314.0	37163.0	40621.0	124464.0	6627.1	14660.6	50924.3	52252.0
2022-03-15	173980	7257	15973.0	64564.0	86186.0	125214.0	6350.4	13960.9	50018.6	54884.1
2022-03-16	183015	6534	13872.0	67629.0	94980.0	125916.7	6116.1	13210.3	49060.3	57530.0
2022-03-17	194129	6401	14642.0	68102.0	104984.0	125860.1	5809.9	12317.9	47607.7	60124.7
2022-03-18	148982	6410	13352.0	49828.0	79392.0	123245.1	5376.0	11296.1	45291.3	61281.7
2022-03-19	47933	3453	6463.0	18926.0	19091.0	122643.4	5228.0	10935.0	44974.0	61506.4
2022-03-20	17055	1803	3097.0	6276.0	5879.0	122441.6	5251.0	10959.0	44641.1	61590.4
2022-03-21	94501	4008	8754.0	29660.0	52079.0	122799.3	5123.7	10879.0	43569.3	63227.3
2022-03-22	167731	6981	14050.0	48631.0	98069.0	121906.6	5084.3	10604.3	41293.1	64924.9
2022-03-23	178675	5827	13402.0	47839.0	111607.0	121286.6	4983.3	10537.1	38466.0	67300.1
2022-03-24	183587	6009	13469.0	49488.0	114621.0	119780.6	4927.3	10369.6	35806.9	68676.9
2022-03-25	151729	5306	13315.0	43354.0	89754.0	120173.0	4769.6	10364.3	34882.0	70157.1
2022-03-26	42796	2836	6861.0	14737.0	18362.0	119439.1	4681.4	10421.1	34283.6	70053.0
2022-03-27	16151	924	2747.0	6233.0	6247.0	119310.0	4555.9	10371.1	34277.4	70105.6
2022-03-28	93494	3328	8461.0	26152.0	55553.0	119166.1	4458.7	10329.3	33776.3	70601.9
2022-03-29	165708	5598	11383.0	41575.0	107152.0	118877.1	4261.1	9948.3	32768.3	71899.4
2022-03-30	186683	5083	10981.0	42330.0	128289.0	120021.1	4154.9	9602.4	31981.3	74282.6
2022-03-31	181405	5819	12549.0	48754.0	114283.0	119709.4	4127.7	9471.0	31876.4	74234.3
2022-04-01	119664	4000	9141.0	29116.0	77407.0	115128.7	3941.1	8874.7	29842.4	72470.4
2022-04-02	34792	2020	4165.0	10717.0	17890.0	113985.3	3824.6	8489.6	29268.1	72403.0
2022-04-03	13744	957	1506.0	4927.0	6354.0	113641.4	3829.3	8312.3	29081.6	72418.3
2022-04-04	74803	2250	4925.0	19138.0	48490.0	110971.3	3675.3	7807.1	28079.6	71409.3
2022-04-05	152185	4203	8618.0	32956.0	106408.0	109039.4	3476.0	7412.1	26848.3	71303.0
2022-04-06	182800	5630	12023.0	38481.0	126666.0	108484.7	3554.1	7561.0	26298.4	71071.1
2022-04-07	182856	3891	8921.0	38174.0	131870.0	108692.0	3278.7	7042.7	24787.0	73583.6
2022-04-08	141825	3582	8310.0	31361.0	98572.0	111857.9	3219.0	6924.0	25107.7	76607.1
2022-04-09	33343	1554	3821.0	9935.0	18033.0	111650.9	3152.4	6874.9	24996.0	76627.6
2022-04-10	11150	544	1233.0	3505.0	5868.0	111280.3	3093.4	6835.9	24792.9	76558.1
2022-04-11	63706	1926	4270.0	15960.0	41550.0	109695.0	3047.1	6742.3	24338.9	75566.7
2022-04-12	119121	2534	5602.0	24996.0	85989.0	104971.6	2808.7	6311.4	23201.7	72649.7
2022-04-13	125906	4308	5516.0	23659.0	92423.0	96843.9	2619.9	5381.9	21084.3	67757.9
2022-04-14	104826	2681	5961.0	22169.0	74015.0	85696.7	2447.0	4959.0	18797.9	59492.9
2022-04-15	6330	311	621.0	1778.0	3620.0	66340.3	1979.7	3860.6	14571.7	45928.3
2022-04-16	7049	477	1076.0	2474.0	3022.0	62584.0	1825.9	3468.4	13505.9	43783.9
2022-04-17	1942	223	285.0	607.0	827.0	61268.6	1780.0	3333.0	13091.9	43063.7
2022-04-18	2800	173	361.0	887.0	1379.0	52567.7	1529.6	2774.6	10938.6	37325.0
2022-04-19	74647	4472	4735.0	17812.0	47628.0	46214.3	1806.4	2650.7	9912.3	31844.9
2022-04-20	91727	2062	4871.0	18626.0	66168.0	41331.6	1485.6	2558.6	9193.3	28094.1
2022-04-21	103720	2099	5533.0	21391.0	74697.0	41173.6	1402.4	2497.4	9082.1	28191.6
2022-04-22	84686	2381	6132.0	19895.0	56278.0	52367.3	1698.1	3284.7	11670.3	35714.1
2022-04-23	20163	1141	2849.0	6129.0	10044.0	54240.7	1793.0	3538.0	12192.4	36717.3
2022-04-24	6500	374	791.0	1801.0	3534.0	54891.9	1814.6	3610.3	12363.0	37104.0
2022-04-25	53627	1933	4147.0	12312.0	35235.0	62152.9	2066.0	4151.1	13995.1	41940.6
2022-04-26	116605	4968	8410.0	23243.0	79984.0	68146.9	2136.9	4676.1	14771.0	46562.9
2022-04-27	119143	2505	5991.0	22782.0	87865.0	72063.4	2200.1	4836.1	15364.7	49662.4
2022-04-28	121684	2515	6214.0	23955.0	89000.0	74629.7	2259.6	4933.4	15731.0	51705.7
2022-04-29	101507	7462	10226.0	21220.0	62599.0	77032.7	2985.4	5518.3	15920.3	52608.7
2022-04-30	21025	1144	2808.0	6386.0	10687.0	77155.9	2985.9	5512.4	15957.0	52700.6
2022-05-01	4341	255	343.0	1060.0	2683.0	76847.4	2968.9	5448.4	15851.1	52579.0
2022-05-02	42008	1314	2546.0	8905.0	29243.0	75187.6	2880.4	5219.7	15364.4	51723.0
2022-05-03	90661	2892	5876.0	19362.0	62531.0	71481.3	2583.9	4857.7	14810.0	49229.7
2022-05-04	146300	2419	5648.0	26421.0	111812.0	75360.9	2571.6	4808.7	15329.9	52650.7
2022-05-05	102388	2902	5753.0	20140.0	73593.0	72604.3	2626.9	4742.9	14784.9	50449.7
