Date	sequences_total	Delta (B.1.617.2-like)	Omicron (BA.2-like)	Omicron (BA.1-like)	Alpha (B.1.1.7-like)	Delta (AY.4-like)	Omicron (Unassigned)	Delta (AY.4.2-like)	Beta (B.1.351-like)	Omicron (BA.5-like)	B.1.1.318-like
2022-04-15	2707.3	0.9	2325.6	235.7	0.0	0.0	142.3	0.0	0.0	1.7	0.0
2022-04-16	2785.6	0.0	2399.6	230.9	0.0	0.0	152.1	0.0	0.0	1.9	0.0
2022-04-17	2637.3	0.0	2283.1	224.9	0.0	0.0	126.1	0.0	0.0	1.9	0.0
2022-04-18	1898.3	0.0	1672.7	146.3	0.0	0.0	76.6	0.0	0.0	1.9	0.0
2022-04-19	2114.0	0.1	1858.0	169.0	0.0	0.0	85.0	0.1	0.0	0.9	0.0
2022-04-20	2506.7	0.1	2217.4	192.7	0.0	0.0	94.0	0.1	0.0	1.3	0.0
2022-04-21	2419.6	0.1	2154.9	173.7	0.0	0.0	88.4	0.1	0.0	1.4	0.0
2022-04-22	2824.0	0.1	2470.6	230.6	0.0	0.0	119.4	0.1	0.0	1.9	0.0
2022-04-23	2722.7	0.1	2389.4	221.6	0.0	0.0	108.4	0.1	0.0	1.7	0.0
2022-04-24	2736.9	0.1	2410.0	214.3	0.0	0.0	109.1	0.1	0.0	1.9	0.0
2022-04-25	3901.7	0.3	3450.1	287.3	0.0	0.0	157.1	0.1	0.0	4.7	0.0
2022-04-26	3339.3	0.3	2962.6	238.4	0.0	0.0	130.6	0.0	0.0	5.6	0.0
2022-04-27	2915.4	0.3	2576.1	208.1	0.0	0.0	124.0	0.0	0.0	5.0	0.0
2022-04-28	3328.3	0.6	2913.4	260.3	0.0	0.0	146.1	0.0	0.0	5.9	0.0
2022-04-29	3198.9	0.6	2829.6	206.4	0.0	0.0	153.1	0.0	0.0	6.9	0.0
2022-04-30	3032.0	0.6	2668.0	201.7	0.0	0.0	152.7	0.0	0.0	6.9	0.0
2022-05-02	3847.7	0.6	3337.7	284.3	0.0	0.1	214.4	0.0	0.0	8.1	0.0
2022-05-03	2856.3	0.4	2455.3	213.9	0.0	0.1	175.1	0.0	0.0	9.3	0.0
2022-05-04	2963.6	0.3	2606.9	177.9	0.0	0.1	166.4	0.0	0.0	9.3	0.0
2022-05-05	3527.4	0.3	3068.3	255.7	0.0	0.3	189.4	0.0	0.0	10.7	0.0
2022-05-06	3456.0	0.0	3007.9	236.7	0.0	0.3	194.9	0.0	0.0	12.0	0.0
2022-05-07	3042.7	0.0	2645.6	226.4	0.0	0.3	155.6	0.0	0.0	11.0	0.0
2022-05-08	3197.1	0.0	2795.6	227.7	0.0	0.3	156.7	0.0	0.0	12.7	0.0
2022-05-09	3110.9	0.0	2750.7	222.7	0.0	0.1	119.0	0.0	0.0	13.6	0.0
2022-05-10	3097.6	0.0	2729.7	222.7	0.0	0.1	130.9	0.0	0.0	9.9	0.0
2022-05-11	3307.0	0.0	2885.1	265.1	0.0	0.1	136.1	0.0	0.0	15.3	0.0
2022-05-12	3335.3	0.1	2895.0	269.3	0.0	0.1	144.3	0.0	0.0	20.1	0.0
2022-05-13	3241.7	0.1	2790.1	306.7	0.0	0.1	116.0	0.0	0.0	22.6	0.0
2022-05-14	3276.7	0.1	2817.9	306.4	0.0	0.1	123.3	0.0	0.0	22.7	0.0
2022-05-15	3181.9	0.1	2714.7	305.6	0.0	0.1	134.3	0.0	0.0	21.0	0.0
2022-05-16	3230.6	0.1	2645.3	397.6	0.0	0.1	157.7	0.0	0.0	23.1	0.0
2022-05-17	3211.0	0.1	2628.4	397.0	0.0	0.1	152.7	0.0	0.0	25.4	0.0
2022-05-18	3132.0	0.1	2462.6	469.7	0.0	0.1	163.9	0.0	0.0	27.7	0.0
2022-05-19	2620.1	0.0	2040.1	410.4	0.0	0.0	138.6	0.0	0.0	23.4	0.0
2022-05-20	2610.7	0.0	2065.1	345.7	0.0	0.0	163.0	0.0	0.0	29.4	0.0
2022-05-21	2632.7	0.1	2057.6	378.0	0.0	0.0	157.9	0.0	0.0	31.4	0.0
2022-05-22	2691.7	0.3	2057.6	444.9	0.0	0.0	148.6	0.0	0.0	32.4	0.0
2022-05-23	2424.9	1.1	1793.3	440.6	0.0	0.0	141.6	0.0	0.0	39.1	0.0
2022-05-24	2599.9	1.1	1950.3	447.1	0.0	0.0	142.9	0.0	0.0	46.4	0.0
2022-05-25	2430.4	1.3	1837.3	399.4	0.0	0.0	133.7	0.0	0.0	45.7	0.0
2022-05-26	2298.1	1.3	1731.6	374.9	0.0	0.0	123.7	0.0	0.0	52.6	0.0
2022-05-27	2120.1	1.3	1556.4	397.3	0.0	0.0	100.1	0.0	0.0	50.7	0.0
2022-05-28	2127.1	1.1	1588.9	364.9	0.0	0.0	100.1	0.0	0.0	57.6	0.0
2022-05-29	2033.7	1.0	1563.9	297.6	0.0	0.0	98.9	0.0	0.0	57.9	0.0
2022-05-30	1614.3	0.1	1348.9	134.7	0.0	0.0	63.1	0.0	0.0	54.0	0.0
2022-05-31	1450.7	0.1	1191.1	138.4	0.0	0.0	52.6	0.0	0.0	56.3	0.0
2022-06-01	1246.0	0.0	1064.4	61.7	0.0	0.0	36.1	0.0	0.0	71.0	0.0
2022-06-02	1499.0	0.4	1197.6	154.0	0.0	0.1	52.3	0.0	0.0	79.7	0.0
2022-06-03	1822.3	0.9	1415.0	169.4	0.0	0.3	92.1	0.0	0.0	120.0	0.0
2022-06-04	1719.1	0.9	1323.0	169.4	0.0	0.3	91.7	0.0	0.0	110.3	0.0
2022-06-05	1764.3	0.9	1355.0	169.4	0.0	0.3	94.4	0.0	0.0	119.9	0.0
2022-06-06	1556.6	0.9	1163.7	162.3	0.0	0.3	91.0	0.0	0.0	115.3	0.0
